"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"5040",NA,"HTML coder","","","меньше 3 месяцев","меньше 3 месяцев",500,0,"Киев","до 50 человек","Другая","мужской",24,"Среднее","","False","ниже среднего","Веб-разработка","30/12/2015 17:01:08","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",0,0,"Киев",500,NA,""
"5041",NA,"QA Tech Lead","","Manual QA","10 и более лет","3",2238,0,"Днепр.","до 1000 человек","Аутсорсинговая","женский",32,"Высшее","ДНУ им. Гончара","False","средний","Финансы и банки,Другое","30/12/2015 17:05:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",10,3,"Днепр.",2238,NA,"QA"
"5042",NA,"Software Engineer","JavaScript","","1.5","1",680,400,"Запорожье","до 200 человек","Аутсорсинговая","мужской",20,"Среднее","","False","средний","Веб-разработка","30/12/2015 17:07:08","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",1.5,1,"other",680,NA,"DEV"
"5043",NA,"Project manager","","","2","1",1000,450,"Запорожье","до 50 человек","Аутсорсинговая","женский",28,"Два высших","ЗНТУ","False","продвинутый","Веб-разработка","30/12/2015 17:18:59","Mozilla/5.0 (X11; Linux i686 (x86_64)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36",2,1,"other",1000,NA,"PM"
"5044",NA,"Junior QA engineer","","Automation QA","2","2",850,200,"Львов","свыше 1000 человек","Аутсорсинговая","женский",25,"Высшее","ЛНУ им. Франко","False","выше среднего","Веб-разработка,Корпоративные системы","30/12/2015 17:28:51","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",2,2,"Львов",850,NA,"QA"
"5045",NA,"Project manager","","","3","0.25",600,360,"Киев","до 1000 человек","Аутсорсинговая","женский",25,"Высшее","Другой вуз","False","продвинутый","Веб-разработка,Корпоративные системы","30/12/2015 17:40:03","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,0.25,"Киев",600,NA,"PM"
"5046",NA,"QA engineer","","Manual QA","3","2",1400,100,"Киев","до 1000 человек","Аутсорсинговая","мужской",23,"Высшее","НТУУ «КПИ»","False","средний","","30/12/2015 17:41:36","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,2,"Киев",1400,NA,"QA"
"5047",NA,"Software Engineer","C#/.NET","","2","0.25",1200,500,"Днепр.","до 10 человек","Стартап","мужской",25,"Высшее","НГУ","False","средний","Веб-разработка,Финансы и банки","30/12/2015 17:46:27","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36 OPR/34.0.2036.25",2,0.25,"Днепр.",1200,NA,"DEV"
"5048",NA,"Software Engineer","C++","","6","3",2700,300,"Киев","до 1000 человек","Аутсорсинговая","мужской",30,"Высшее","НаУКМА","False","выше среднего","Desktop Applications,Gamedev","30/12/2015 17:52:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36 OPR/34.0.2036.25",6,3,"Киев",2700,NA,"DEV"
"5049",NA,"Senior Software Engineer","PHP","","7","1",3300,100,"Киев","до 1000 человек","Продуктовая","мужской",29,"Кандидат","НУПТ","False","средний","Веб-разработка","30/12/2015 17:55:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",7,1,"Киев",3300,NA,"DEV"
"5050",NA,"Software Engineer","C++","","8","4",3100,100,"Киев","до 200 человек","Продуктовая","мужской",33,"Высшее","НАУ","False","продвинутый","iOS,Gamedev","30/12/2015 17:58:16","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",8,4,"Киев",3100,NA,"DEV"
"5051",NA,"HTML coder","","","4","1.5",1400,150,"Харьков","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","НТУ «ХПИ»","False","ниже среднего","Веб-разработка","30/12/2015 17:59:47","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",4,1.5,"Харьков",1400,NA,""
"5052",NA,"Junior Software Engineer","C#/.NET","","1.5","1.5",1300,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","ХНУРЭ","False","средний","","30/12/2015 18:05:06","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.80 Safari/537.36",1.5,1.5,"Киев",1300,NA,"DEV"
"5053",NA,"Software Engineer","Objective-C","","2","2",1000,400,"Запорожье","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","Другой вуз","False","средний","iOS","30/12/2015 18:17:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",2,2,"other",1000,NA,"DEV"
"5054",NA,"Senior Software Engineer","Objective-C","","5","0.25",5700,-300,"Другой","до 50 человек","Продуктовая","мужской",32,"Высшее","НТУУ «КПИ»","False","продвинутый","iOS,Финансы и банки","30/12/2015 18:24:41","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",5,0.25,"other",5700,NA,"DEV"
"5055",NA,"Junior Software Engineer","C#/.NET","","0.5","0.25",1000,500,"Харьков","до 10 человек","Продуктовая","мужской",19,"Высшее","ХНУРЭ","True","средний","Веб-разработка","30/12/2015 18:25:43","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",0.5,0.25,"Харьков",1000,NA,"DEV"
"5056",NA,"Software Engineer","Java","","4","1",3000,0,"Киев","до 10 человек","Аутстаффинговая","мужской",27,"Высшее","НТУУ «КПИ»","False","продвинутый","Веб-разработка,Корпоративные системы","30/12/2015 18:55:10","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,1,"Киев",3000,NA,"DEV"
"5057",NA,"Senior QA engineer","","General QA","4","меньше 3 месяцев",2000,400,"Днепр.","до 1000 человек","Аутсорсинговая","мужской",26,"Высшее","ДНУ им. Гончара","False","средний","Веб-разработка","30/12/2015 18:57:19","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,0,"Днепр.",2000,NA,"QA"
"5058",NA,"System Architect","Ruby/Rails","","10 и более лет","1.5",10000,0,"Киев","до 10 человек","Аутстаффинговая","мужской",34,"Незаконченное высшее","НГУ","False","выше среднего","Веб-разработка,Корпоративные системы","30/12/2015 19:07:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",10,1.5,"Киев",10000,NA,"SDEV"
"5059",NA,"Junior QA engineer","","Manual QA","0.5","0.5",600,100,"Киев","до 1000 человек","Другая","мужской",27,"Высшее","НТУУ «КПИ»","False","средний","Android","30/12/2015 19:09:33","Mozilla/5.0 (Linux; Android 5.1.1; Nexus 4 Build/LMY48T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.83 Mobile Safari/537.36",0.5,0.5,"Киев",600,NA,"QA"
"5060",NA,"QA engineer","","General QA","3","3",1000,0,"Киев","до 50 человек","Продуктовая","женский",23,"Высшее","НАУ","False","выше среднего","Desktop Applications,Веб-разработка","30/12/2015 19:15:24","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0",3,3,"Киев",1000,NA,"QA"
"5061",NA,"Software Engineer","PHP","","4","3",340,65,"Ровно","до 10 человек","Аутсорсинговая","женский",31,"Высшее","Другой вуз","False","элементарный","Веб-разработка","30/12/2015 19:22:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,3,"other",340,NA,"DEV"
"5062",NA,"QA engineer","","Manual QA","1","1",1200,0,"Киев","до 200 человек","Продуктовая","женский",33,"Высшее","Другой вуз","False","средний","Desktop Applications,Финансы и банки","30/12/2015 19:25:29","Mozilla/5.0 (Linux; U; Android 4.2.2; ru-ru; JY-G4 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",1,1,"Киев",1200,NA,"QA"
"5063",NA,"Junior Software Engineer","JavaScript","","0.25","0.25",500,0,"Ивано-Франковск","до 200 человек","Аутсорсинговая","мужской",16,"Среднее","","False","средний","Веб-разработка","30/12/2015 19:31:20","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36 OPR/34.0.2036.25",0.25,0.25,"other",500,NA,"DEV"
"5064",NA,"Software Engineer","JavaScript","","4","3",1000,0,"Харьков","до 50 человек","Аутсорсинговая","мужской",29,"Два высших","ХНУРЭ","False","средний","Веб-разработка,Корпоративные системы","30/12/2015 19:36:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,3,"Харьков",1000,NA,"DEV"
"5065",NA,"QA engineer","","General QA","3","3",1600,400,"Киев","до 200 человек","Аутсорсинговая","мужской",27,"Два высших","Другой вуз","False","средний","Веб-разработка,Финансы и банки","30/12/2015 19:46:53","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,3,"Киев",1600,NA,"QA"
"5066",NA,"HTML coder","","","0.25","0.25",100,0,"Киев","до 10 человек","Стартап","мужской",29,"Техникум / Колледж","","False","элементарный","Веб-разработка","30/12/2015 19:47:11","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",0.25,0.25,"Киев",100,NA,""
"5067",NA,"QA Tech Lead","","Manual QA","6","3",3000,300,"Днепр.","свыше 1000 человек","Аутстаффинговая","мужской",27,"Два высших","ДНУ им. Гончара","False","выше среднего","","30/12/2015 20:09:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",6,3,"Днепр.",3000,NA,"QA"
"5068",NA,"Software Engineer","C#/.NET","","3","3",2000,700,"Харьков","до 200 человек","Аутсорсинговая","женский",45,"Высшее","ХНУ им. Каразина","False","средний","Веб-разработка,eCommerce","30/12/2015 20:16:45","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,3,"Харьков",2000,NA,"DEV"
"5069",NA,"Director of Engineering / Program Director","","","10 и более лет","5",5500,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",40,"Высшее","ЖГТУ","False","средний","Веб-разработка,Корпоративные системы","30/12/2015 20:29:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",10,5,"Киев",5500,NA,"SPM"
"5070",NA,"QA engineer","","General QA","4","2",1800,200,"Днепр.","до 200 человек","Продуктовая","мужской",45,"Высшее","ЗНТУ","False","выше среднего","Веб-разработка","30/12/2015 20:44:17","Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko",4,2,"Днепр.",1800,NA,"QA"
"5071",NA,"Support","","","7","2",600,0,"Одесса","до 200 человек","Продуктовая","женский",27,"Высшее","ОНУ им. Мечникова","False","продвинутый","iOS,Desktop Applications","30/12/2015 20:56:16","Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1",7,2,"Одесса",600,NA,""
"5072",NA,"Junior Software Engineer","JavaScript","","меньше 3 месяцев","меньше 3 месяцев",1200,0,"Днепр.","до 200 человек","Аутсорсинговая","женский",25,"Высшее","ДНУ им. Гончара","False","средний","Веб-разработка,Финансы и банки","30/12/2015 21:05:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",0,0,"Днепр.",1200,NA,"DEV"
"5073",NA,"Software Engineer","Ruby/Rails","","3","2",1200,200,"Черкассы","до 50 человек","Аутстаффинговая","мужской",34,"Высшее","Другой вуз","False","средний","Веб-разработка","30/12/2015 21:05:36","Mozilla/5.0 (Linux; Android 4.4.2; thl 5000 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 ACHEETAHI/2100502012",3,2,"other",1200,NA,"DEV"
"5074",NA,"Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",200,0,"Запорожье","до 50 человек","Продуктовая","женский",29,"Высшее","Другой вуз","True","средний","Веб-разработка,eCommerce","30/12/2015 21:06:53","Mozilla/5.0 (Linux; Android 4.4.2; Lenovo A319 Build/MocorDroid4.4.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36",0,0,"other",200,NA,"QA"
"5075",NA,"Sysadmin","","","10 и более лет","0.5",1188,0,"Киев","до 200 человек","Продуктовая","мужской",28,"Два высших","ДонНТУ","False","выше среднего","eCommerce","30/12/2015 21:13:47","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36",10,0.5,"Киев",1188,NA,""
"5076",NA,"QA engineer","","Manual QA","1.5","0.25",1350,400,"Киев","свыше 1000 человек","Аутсорсинговая","женский",26,"Высшее","Другой вуз","False","выше среднего","Веб-разработка,eCommerce","30/12/2015 21:40:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",1.5,0.25,"Киев",1350,NA,"QA"
"5077",NA,"Junior Software Engineer","PHP","","меньше 3 месяцев","меньше 3 месяцев",300,0,"Харьков","до 10 человек","Продуктовая","мужской",27,"Высшее","ХНУ им. Каразина","True","выше среднего","Веб-разработка","30/12/2015 22:11:18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",0,0,"Харьков",300,NA,"DEV"
