"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"4509",NA,"Technical Lead","C#/.NET","","10 и более лет","5",4500,1300,"Киев","до 50 человек","Продуктовая","мужской",35,"Высшее","False","выше среднего","Gamedev","13/06/2014 21:44:03","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4",10,5,"Киев",4500,NA,"SDEV"
"4510",NA,"Technical Lead","JavaScript","","9.5","2",3000,100,"Винница","до 50 человек","Аутсорсинговая","мужской",35,"Незаконченное высшее","False","выше среднего","Веб-разработка","13/06/2014 21:47:40","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",9.5,2,"other",3000,NA,"SDEV"
"4511",NA,"System Architect / Системный архитектор","PHP","","10 и более лет","0.5",4200,2000,"Киев","до 200 человек","Аутсорсинговая","мужской",34,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","13/06/2014 21:50:00","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",10,0.5,"Киев",4200,NA,""
"4512",NA,"Junior QA engineer","","General QA","1","1",500,0,"Киев","до 200 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","средний","Веб-разработка","13/06/2014 22:20:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",1,1,"Киев",500,NA,"QA"
"4513",NA,"Team lead","","","9","5",3500,500,"Киев","до 1000 человек","Продуктовая","мужской",31,"Среднее","False","средний","Системное программирование,Gamedev","13/06/2014 22:50:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",9,5,"Киев",3500,NA,"PM"
"4514",NA,"Software Engineer","Java","","2.5","2.5",995,150,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Android","13/06/2014 23:07:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",2.5,2.5,"Львов",995,NA,"DEV"
"4515",NA,"Junior Software Engineer","C++","","1.25","1",700,0,"Одесса","свыше 1000 человек","Аутсорсинговая","мужской",42,"Высшее","False","элементарный","Embedded","13/06/2014 23:24:30","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",1.25,1,"Одесса",700,NA,"DEV"
"4516",NA,"Software Engineer","C#/.NET","","3","2",1750,450,"Днепр.","до 1000 человек","Продуктовая","мужской",32,"Высшее","False","средний","Веб-разработка,Корпоративные системы","13/06/2014 23:31:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",3,2,"Днепр.",1750,NA,"DEV"
"4517",NA,"Junior Software Engineer","Ruby/Rails","","2","0.75",800,100,"Черкассы","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","ниже среднего","Веб-разработка","13/06/2014 23:38:57","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2,0.75,"other",800,NA,"DEV"
"4518",NA,"Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",550,550,"Киев","свыше 1000 человек","Продуктовая","мужской",26,"Высшее","False","выше среднего","Windows Phone,Другое","13/06/2014 23:39:02","Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0",0,0,"Киев",550,NA,"QA"
"4519",NA,"Support","","","5.5","4.5",1100,50,"Киев","до 10 человек","Другая","мужской",26,"Два высших","False","средний","Desktop Applications,Веб-разработка","13/06/2014 23:46:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",5.5,4.5,"Киев",1100,NA,""
"4520",NA,"Software Engineer","Java","","1.25","1",416,42,"Донецк","до 10 человек","Продуктовая","мужской",23,"Высшее","False","ниже среднего","Android","14/06/2014 00:00:03","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:30.0) Gecko/20100101 Firefox/30.0",1.25,1,"other",416,NA,"DEV"
"4521",NA,"Software Engineer","Objective-C","","3","3",1950,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","iOS","14/06/2014 00:14:56","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4",3,3,"Киев",1950,NA,"DEV"
"4522",NA,"QA engineer","","Automation QA","2.5","2.5",1200,400,"Харьков","до 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Веб-разработка,Другое","14/06/2014 00:28:43","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",2.5,2.5,"Харьков",1200,NA,"QA"
"4523",NA,"Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",1500,500,"Киев","до 10 человек","Продуктовая","мужской",26,"Высшее","False","продвинутый","Android","14/06/2014 00:36:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",0,0,"Киев",1500,NA,"DEV"
"4524",NA,"Senior Software Engineer","Other","","4.5","4.5",3400,650,"Харьков","до 10 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Другое","14/06/2014 00:49:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4",4.5,4.5,"Харьков",3400,NA,"DEV"
"4526",NA,"Senior Project Manager / Program Manager","","","10 и более лет","5",4300,200,"Днепр.","свыше 1000 человек","Аутстаффинговая","мужской",37,"Высшее","False","продвинутый","Веб-разработка,Корпоративные системы","14/06/2014 03:02:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",10,5,"Днепр.",4300,NA,"SPM"
"4527",NA,"Project manager","","","7","7",4350,1450,"Киев","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","продвинутый","Android,iOS","14/06/2014 03:27:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",7,7,"Киев",4350,NA,"PM"
"4528",NA,"Software Engineer","JavaScript","","3","1.25",2000,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка","14/06/2014 10:07:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",3,1.25,"Киев",2000,NA,"DEV"
"4529",NA,"Sales manager","","","меньше 3 месяцев","меньше 3 месяцев",1000,0,"Киев","до 200 человек","Стартап","женский",24,"Высшее","False","выше среднего","Другое","14/06/2014 10:08:48","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",0,0,"Киев",1000,NA,""
"4530",NA,"Junior Software Engineer","C++","","1","4",300,50,"Симферополь","до 10 человек","Другая","женский",25,"Высшее","False","ниже среднего","Системное программирование,Gamedev","14/06/2014 10:10:38","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",1,4,"other",300,NA,"DEV"
"4531",NA,"Software Engineer","JavaScript","","2.5","1",750,0,"Киев","до 1000 человек","Продуктовая","мужской",25,"Два высших","False","выше среднего","Корпоративные системы","14/06/2014 10:15:12","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",2.5,1,"Киев",750,NA,"DEV"
"4532",NA,"Junior Software Engineer","Java","","0.5","меньше 3 месяцев",600,0,"Киев","до 10 человек","Другая","мужской",17,"Незаконченное высшее","True","элементарный","Android,Desktop Applications","14/06/2014 10:21:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/538.34.48 (KHTML, like Gecko) Version/8.0 Safari/538.35.8",0.5,0,"Киев",600,NA,"DEV"
"4533",NA,"Senior Software Engineer","C#/.NET","","3","2",2300,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",31,"Среднее","False","средний","","14/06/2014 12:36:14","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",3,2,"Киев",2300,NA,"DEV"
"4534",NA,"Project manager","","","3.5","7",2150,0,"Харьков","до 50 человек","Аутсорсинговая","женский",31,"Высшее","False","выше среднего","Веб-разработка,eCommerce","14/06/2014 12:55:46","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0",3.5,7,"Харьков",2150,NA,"PM"
"4535",NA,"Junior Software Engineer","Other","","6","2.5",833,167,"Харьков","до 50 человек","Продуктовая","мужской",28,"Высшее","False","ниже среднего","Корпоративные системы","14/06/2014 12:57:50","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",6,2.5,"Харьков",833,NA,"DEV"
"4536",NA,"Software Engineer","Java","","1.5","1.5",1700,700,"Харьков","до 50 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","ниже среднего","Android,Веб-разработка","14/06/2014 13:07:14","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",1.5,1.5,"Харьков",1700,NA,"DEV"
"4537",NA,"Senior Software Engineer","Objective-C","","4.5","2.5",2200,800,"Одесса","до 50 человек","Аутстаффинговая","мужской",27,"Высшее","False","выше среднего","iOS","14/06/2014 13:13:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",4.5,2.5,"Одесса",2200,NA,"DEV"
"4538",NA,"QA engineer","","General QA","2","1",800,0,"Киев","до 200 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","выше среднего","Веб-разработка,Финансы и банки","14/06/2014 13:21:48","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67",2,1,"Киев",800,NA,"QA"
"4539",NA,"Системный администратор","","","3","0.75",1600,400,"Харьков","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","False","средний","Корпоративные системы","14/06/2014 13:47:59","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.76 Safari/537.36 OPR/19.0.1326.56",3,0.75,"Харьков",1600,NA,"ADM"
"4540",NA,"Technical Lead","PHP","","4.5","1.5",3500,0,"Киев","до 200 человек","Продуктовая","мужской",25,"Высшее","False","средний","Веб-разработка","14/06/2014 14:10:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",4.5,1.5,"Киев",3500,NA,"SDEV"
"4541",NA,"HR","","","5","1.5",1700,450,"Киев","до 200 человек","Продуктовая","женский",30,"Высшее","False","продвинутый","Финансы и банки,Корпоративные системы","14/06/2014 14:26:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",5,1.5,"Киев",1700,NA,""
"4542",NA,"DBA / Администратор баз данных","","","4.5","1.5",1508,0,"Хмельницкий","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Веб-разработка,eCommerce","14/06/2014 14:47:34","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:30.0) Gecko/20100101 Firefox/30.0",4.5,1.5,"other",1508,NA,"ADM"
"4543",NA,"QA Tech Lead","","Manual QA","5","3",2700,300,"Киев","до 50 человек","Другая","мужской",33,"Два высших","False","продвинутый","Системное программирование,Телекоммуникации","14/06/2014 14:48:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",5,3,"Киев",2700,NA,"QA"
"4544",NA,"Senior Software Engineer","C++","","10 и более лет","5",2000,200,"Николаев","до 1000 человек","Другая","мужской",60,"Высшее","False","ниже среднего","Embedded","14/06/2014 15:20:06","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",10,5,"other",2000,NA,"DEV"
"4545",NA,"Junior Software Engineer","Java","","0.75","0.75",400,400,"Киев","до 50 человек","Продуктовая","женский",21,"Незаконченное высшее","True","продвинутый","Финансы и банки,Корпоративные системы","14/06/2014 17:22:26","Mozilla/5.0 (X11; Linux x86_64; rv:17.0) Gecko/20131029 Firefox/17.0",0.75,0.75,"Киев",400,NA,"DEV"
"4546",NA,"Бизнес-аналитик","","","3","4.5",1300,400,"Донецк","до 50 человек","Продуктовая","мужской",16,"Техникум / Колледж","False","продвинутый","Веб-разработка","14/06/2014 17:23:42","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",3,4.5,"other",1300,NA,""
"4547",NA,"Junior Software Engineer","C","","0.5","меньше 3 месяцев",500,500,"Львов","до 50 человек","Аутсорсинговая","мужской",19,"Незаконченное высшее","True","ниже среднего","Системное программирование,Телекоммуникации","14/06/2014 18:06:41","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.0.4000 Chrome/30.0.1599.101 Safari/537.36",0.5,0,"Львов",500,NA,"DEV"
"4548",NA,"QA engineer","","General QA","2","2",1200,0,"Киев","свыше 1000 человек","Аутсорсинговая","женский",32,"Высшее","False","средний","Desktop Applications,eCommerce","14/06/2014 18:25:47","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2,2,"Киев",1200,NA,"QA"
